PURCHASED_DEVICE,DEVICE_VALUE,LAST_DEVICE_CHANGE,DATA_TRAFFIC_MONTH_1,DATA_TRAFFIC_MONTH_2,DATA_TRAFFIC_MONTH_3,DATA_TRAFFIC_MONTH_4,DATA_TRAFFIC_MONTH_5,DATA_TRAFFIC_MONTH_6,VOICE_TRAFFIC_MONTH_1,VOICE_TRAFFIC_MONTH_2,VOICE_TRAFFIC_MONTH_3,VOICE_TRAFFIC_MONTH_4,VOICE_TRAFFIC_MONTH_5,VOICE_TRAFFIC_MONTH_6,BILLING_MONTH_1,BILLING_MONTH_2,BILLING_MONTH_3,BILLING_MONTH_4,BILLING_MONTH_5,BILLING_MONTH_6,DEVICE_COST_MONTH_1,DEVICE_COST_MONTH_2,DEVICE_COST_MONTH_3,DEVICE_COST_MONTH_4,DEVICE_COST_MONTH_5,DEVICE_COST_MONTH_6,LINE_ACTIVATION_DATE,MONTHS_LAST_DEVICE,DURATION_LINE,PREVIOUS_DEVICE_MODEL,PREVIOUS_DEVICE_MANUF,PREVIOUS_DEVICE_BRAND
TGSA32062000_SAMSUNG J415G SMART PRETO PPB/PI107/04,633.0,20170701,484.17102,429.24084,429.24084,379.41422,666.87897,1186.6492,256.0,469.79999,469.79999,315.20001,365.89999,433.60001,52.0,52.0,52.33,52.0,52.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,20170727,21,21,Samsung Galaxy J1 2016,Samsung Korea,Samsung
TGSA32062000_SAMSUNG J415G SMART PRETO PPB/PI107/04,633.0,20170401,170.09645,38.797188,38.797188,8.5933981,0.05078125,44.190704,111.8,130.7,130.7,190.89999,152.3,189.39999,50.98,51.68,50.21,74.93,52.14,94.34,0.0,0.0,0.0,0.0,0.0,0.0,20170426,24,24,Samsung Galaxy J1 2016,Samsung Korea,Samsung
TGSA32062000_SAMSUNG J415G SMART PRETO PPB/PI107/04,633.0,20170401,654.68854,780.63074,780.63074,751.98193,854.85388,3214.3838,127.3,261.89999,261.89999,237.60001,329.60001,605.90002,47.0,47.37,47.0,49.04,88.57,86.82,0.0,0.0,0.0,0.0,0.0,0.0,20170426,24,24,Samsung Galaxy J1 2016,Samsung Korea,Samsung
TGSA32062000_SAMSUNG J415G SMART PRETO PPB/PI107/04,633.0,20170401,1513.0582,1019.0864,1019.0864,1295.5814,1185.4794,1578.1449,360.39999,253.39999,253.39999,410.79999,219.2,404.10001,47.1,47.12,47.0,76.29,56.61,94.21,0.0,0.0,0.0,0.0,0.0,0.0,20170426,24,24,Samsung Galaxy J1 2016,Samsung Korea,Samsung
TGSA32062000_SAMSUNG J415G SMART PRETO PPB/PI107/04,633.0,20170401,1631.4648,2408.7612,2408.7612,844.47217,846.33069,1601.6165,99.300003,110.2,110.2,186.60001,162.2,149.8,47.0,47.14,47.1,47.72,48.2,50.19,0.0,0.0,0.0,0.0,0.0,0.0,20170426,24,24,Samsung Galaxy J1 2016,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,46.900002,46.900002,19.700001,16.0,0.0,43.5,43.5,43.5,62.46,43.5,50.49,0.0,0.0,0.0,0.0,0.0,0.0,20140429,,60,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20180301,6825.7588,4798.2207,4798.2207,4575.9033,9738.9844,8873.334,14.7,29.5,29.5,20.799999,9.6000004,0.0,180.99,180.99,180.99,180.99,180.99,180.99,44.0,44.0,44.0,44.0,44.0,44.0,20140429,13,60,,,
TGMO35912000_MOTOROLA XT1922 SMARTPHONE INDIGO,441.0,20180101,2232.2263,2621.9148,2621.9148,2807.6057,4032.3274,2489.001,100.3,149.7,149.7,147.10001,150.5,0.0,75.46,69.99,78.72,69.99,127.04,69.99,0.0,0.0,0.0,0.0,0.0,0.0,20180113,15,15,ASUS_Z01KD,ASUSTek Computer Inc,Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20160101,5.7861328,2.4287109,2.4287109,10.890586,252.30109,142.43356,17.299999,0.0,0.0,0.0,0.0,0.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,20160130,39,39,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20170701,529.8689,1525.7974,1525.7974,981.35565,1768.2432,596.37781,68.599998,77.400002,77.400002,108.4,43.299999,0.0,161.58,170.43,142.46,231.53,190.39,189.92,0.0,0.0,0.0,0.0,0.0,0.0,20170715,21,21,Moto G4 Play,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,297.0,20170701,3489.3076,4149.0962,4149.0962,3383.0925,1576.9286,1118.0627,541.0,376.10001,376.10001,961.20001,657.0,0.0,112.84,113.5,114.63,112.84,118.67,112.84,0.0,0.0,0.0,0.0,0.0,0.0,20170714,21,21,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20170701,1648.101,2274.3516,2274.3516,6799.8418,9656.5713,1274.5804,91.900002,152.39999,152.39999,165.10001,180.0,0.0,112.84,112.84,112.84,119.57,112.84,112.84,0.0,0.0,0.0,0.0,0.0,0.0,20170711,21,21,Samsung Galaxy Gran Prime Duos,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20170701,12889.005,10705.385,10705.385,11278.798,29556.445,23141.01,404.39999,353.60001,353.60001,505.29999,411.79999,0.0,112.84,122.18,112.84,112.84,112.84,112.84,0.0,0.0,0.0,0.0,0.0,0.0,20170711,21,21,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,,2923.0029,1168.355,1168.355,1754.9578,1717.9209,3171.4277,20.6,8.3999996,8.3999996,17.299999,18.9,31.299999,76.36,80.98,79.1,75.99,75.99,86.82,0.0,0.0,0.0,0.0,0.0,0.0,20111124,,89,,,
TGMO36762000_MOTOROLA XT1941 SMARTPHONE PRETO,777.0,20180201,7319.7153,7795.3379,7795.3379,5683.127,9693.7471,6627.4033,122.1,202.2,202.2,123.3,197.7,0.0,54.49,54.49,54.49,54.49,54.49,54.49,0.0,0.0,0.0,0.0,0.0,0.0,20180224,14,14,HO12005945,"Motorola Mobility LLC, a Lenovo Company",Outros
,,20150701,994.08282,709.80963,709.80963,1591.6327,1282.4731,1126.127,24.200001,49.799999,49.799999,106.2,104.0,8.8999996,130.99,130.99,130.99,130.99,138.71,130.99,0.0,0.0,0.0,0.0,0.0,0.0,20130730,45,69,,,
TGMO35912000_MOTOROLA XT1922 SMARTPHONE INDIGO,441.0,20180101,146.51735,2010.7247,2010.7247,1056.3905,485.13263,125.94242,68.0,38.599998,38.599998,56.799999,15.5,0.0,74.79,153.76,69.99,69.99,69.99,69.99,0.0,0.0,0.0,0.0,0.0,0.0,20180113,15,15,,,
TGMO35912000_MOTOROLA XT1922 SMARTPHONE INDIGO,441.0,20180101,9.6943359,19.670429,19.670429,18.847931,33.176056,304.67059,9.0,0.0,0.0,8.0,3.7,0.0,69.99,69.99,69.99,69.99,69.99,69.99,0.0,0.0,0.0,0.0,0.0,0.0,20180113,15,15,MUV,Positivo Informatica SA,Outros
TGSA31562000_SAMSUNG J810M SMART PRETO PPB/PI107/04,1161.0,,2137.6328,1711.9512,1711.9512,1902.8964,2641.969,4597.5405,587.20001,545.29999,545.29999,818.79999,867.59998,832.59998,29.76,113.36,28.19,27.27,27.48,31.97,0.0,0.0,0.0,0.0,0.0,0.0,20120206,,86,,,
TGSA31562000_SAMSUNG J810M SMART PRETO PPB/PI107/04,1161.0,,298.87891,416.89368,416.89368,766.78571,392.30731,1492.7441,167.89999,152.3,152.3,182.10001,178.10001,169.3,20.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20120206,,86,Moto G (2ª Geração),"Motorola Mobility LLC, a Lenovo Company",Motorola
TGSA31562000_SAMSUNG J810M SMART PRETO PPB/PI107/04,1161.0,,1602.083,1558.9203,1558.9203,2914.5752,3356.749,3006.1006,51.200001,67.800003,67.800003,108.6,130.7,95.199997,61.0,61.0,61.55,61.0,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,20120206,,86,,,
TGSA31562000_SAMSUNG J810M SMART PRETO PPB/PI107/04,1161.0,,1016.9337,874.85968,874.85968,1529.1593,1089.7749,1294.2031,150.60001,156.5,156.5,228.3,149.8,167.39999,383.72,382.84,382.84,382.84,382.84,382.84,0.0,0.0,0.0,0.0,0.0,0.0,20120206,,86,,,
TGSA33062000_SAMSUNG G970F SMART PRETO PPB/PI107/04,2778.0,,4805.0942,5333.4434,5333.4434,4657.9526,4148.6182,3787.1697,188.10001,179.89999,179.89999,320.70001,271.0,0.0,120.49,120.49,440.41,120.49,160.48,400.42,0.0,0.0,0.0,0.0,0.0,0.0,20130228,,74,,,
TGSA31562000_SAMSUNG J810M SMART PRETO PPB/PI107/04,1161.0,20170801,5.5614061,7.7778902,7.7778902,6.4799223,105.8539,7.6781254,56.0,118.2,118.2,51.200001,25.0,0.0,104.84,110.44,110.44,110.44,110.44,110.44,0.0,0.0,0.0,0.0,0.0,0.0,20130227,20,74,,,
TGMO36762000_MOTOROLA XT1941 SMARTPHONE PRETO,873.0,,4922.7158,4815.5586,4815.5586,1534.916,6733.8706,2438.063,73.300003,31.700001,31.700001,83.0,45.5,60.599998,79.0,79.0,103.77,79.0,79.0,79.6,0.0,0.0,0.0,0.0,0.0,0.0,20140322,,61,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20170801,1378.4482,5175.4019,5175.4019,4064.6931,3465.4153,2476.5474,1431.3,1691.7,1691.7,1447.1,910.20001,1801.4,375.77,272.51,286.8,344.6,210.15,373.84,12.0,32.0,32.0,32.0,32.0,32.0,20101029,20,102,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20171001,253.16449,650.76624,650.76624,946.53888,475.44122,1078.2343,55.099998,55.299999,55.299999,39.799999,27.799999,0.0,92.99,92.99,92.99,94.85,114.89,93.88,0.0,0.0,0.0,0.0,0.0,0.0,20171031,18,18,Samsung Galaxy S5 Mini,Samsung Korea,Samsung
DGAP08163000_APPLE IPHONE XR 64GB PRETO,,20171001,5559.6147,5245.5483,5245.5483,4436.9155,5104.4097,5250.3071,72.0,178.8,178.8,269.60001,108.4,0.0,92.99,92.99,92.99,92.99,114.89,92.99,0.0,0.0,0.0,0.0,0.0,0.0,20171031,18,18,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20171001,5356.6743,6127.3491,6127.3491,5989.2227,5963.8989,5719.1982,101.8,57.700001,57.700001,97.0,13.6,0.0,92.99,92.99,92.99,92.99,114.89,92.99,0.0,0.0,0.0,0.0,0.0,0.0,20171031,18,18,iPhone 7,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20171001,3055.2175,2484.7192,2484.7192,2283.9075,2071.2405,1877.2706,169.60001,369.5,369.5,399.29999,255.3,0.0,92.99,92.99,94.97,92.99,114.89,92.99,0.0,0.0,0.0,0.0,0.0,0.0,20171031,18,18,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20171001,1566.4052,1818.6422,1818.6422,2651.7473,4838.8799,2054.2891,5.4000001,5.3000002,5.3000002,3.3,16.1,0.0,92.99,92.99,92.99,92.99,114.89,92.99,0.0,0.0,0.0,0.0,0.0,0.0,20171031,18,18,iPhone SE,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20170801,4025.1775,4166.561,4166.561,4086.6699,5808.0933,2855.2229,555.90002,629.20001,629.20001,750.29999,777.79999,848.59998,58.57,53.38,75.91,52.28,55.89,52.0,0.0,0.0,0.0,0.0,0.0,0.0,20170815,20,20,KT12893645,"Motorola Mobility LLC, a Lenovo Company",Outros
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20170801,706.54871,535.50946,535.50946,283.36771,939.20917,1039.2711,77.900002,78.900002,78.900002,68.199997,75.400002,59.799999,158.0,158.1,160.25,158.0,160.37,158.0,0.0,0.0,0.0,0.0,0.0,0.0,20170815,20,20,Moto G com 4G,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGMO36412000_MOTOROLA XT1929 SMARTPHONE INDIGO,,20180101,1803.9194,787.64807,787.64807,269.36533,786.90979,865.68341,122.5,59.799999,59.799999,67.599998,79.0,0.0,70.39,70.39,70.39,70.39,70.39,70.39,0.0,0.0,0.0,0.0,0.0,0.0,20180127,15,15,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20170401,41577.496,75194.398,75194.398,21811.902,61957.156,46941.035,2.3,3.0999999,3.0999999,3.0,5.5,31.700001,66.99,66.99,66.99,67.2,66.99,66.99,0.0,0.0,0.0,0.0,0.0,0.0,20170427,24,24,iPhone 7 Plus,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20170501,5484.9126,6463.2031,6463.2031,4795.312,8313.1797,4365.8989,312.89999,348.60001,348.60001,542.5,563.59998,616.5,66.99,66.99,67.71,66.99,69.54,69.04,0.0,0.0,0.0,0.0,0.0,0.0,20170503,23,23,Samsung Galaxy S8 Plus,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20170501,49.319218,209.02058,209.02058,86.45504,76.3209,4.9101954,69.199997,27.6,27.6,167.7,118.4,0.0,543.41,543.41,543.74,543.41,543.41,543.41,0.0,0.0,0.0,0.0,0.0,0.0,20170503,23,23,Samsung Galaxy Gran Prime,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20170801,506.28302,108.08496,108.08496,472.2948,582.98419,19.001991,29.299999,50.0,50.0,60.299999,144.10001,138.39999,79.61,79.11,76.39,77.35,103.9,109.84,0.0,0.0,0.0,0.0,0.0,0.0,20170814,20,20,Samsung Galaxy J7,Samsung Korea,Samsung
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20170501,67.775314,60.68,60.68,66.690353,0.47363281,0.041992188,92.0,91.699997,91.699997,86.400002,149.89999,0.0,209.35,199.23,192.9,238.55,212.85,196.5,0.0,0.0,0.0,0.0,0.0,0.0,20170503,23,23,Samsung Galaxy Gran Prime,Samsung Korea,Samsung
TGMO35912000_MOTOROLA XT1922 SMARTPHONE INDIGO,425.0,20170101,3948.6147,3636.5557,3636.5557,2490.28,3357.0784,711.77777,631.0,335.89999,335.89999,126.0,187.8,95.0,223.95,185.68,131.79,140.66,134.84,130.99,0.0,0.0,0.0,0.0,0.0,0.0,20170110,27,27,iPhone 6S,Apple Inc,Apple
TGSA32864000_SAMSUNG A750G 128GB PRETO PPB/PI324/14,1257.0,20150601,135.26833,109.31082,109.31082,202.14551,93.742149,30.687187,212.10001,324.79999,324.79999,402.10001,425.5,187.89999,85.0,110.25,85.0,87.99,85.52,85.0,0.0,0.0,0.0,0.0,0.0,0.0,20150625,46,46,,,
DGAP069C3000_APPLE IPHONE 8 PLUS 64GB CINZA BASICO,3245.0,,173.69992,251.87172,251.87172,124.28613,277.24432,174.04269,55.799999,39.0,39.0,31.5,26.299999,34.900002,39.0,39.8,56.23,104.18,46.25,59.8,0.0,0.0,0.0,0.0,0.0,0.0,20130522,,71,iPhone 5C,Apple Inc,Apple
TGMO36812000_MOTOROLA XT1965 SMARTPHONE INDIGO,897.0,,4015.7507,5359.2549,5359.2549,3663.8115,2368.9319,3715.5579,5.6999998,6.9000001,6.9000001,8.3999996,5.5,0.0,59.99,59.99,59.99,59.99,59.99,59.99,0.0,0.0,0.0,0.0,0.0,0.0,20180206,,14,LG X Power,LG Electronics Inc.,LG
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,633.0,20170101,2642.6689,805.48486,805.48486,653.35095,2509.9395,267.01324,21.0,0.0,0.0,25.9,21.700001,0.0,45.3,45.3,45.3,51.74,45.3,45.3,0.0,0.0,0.0,0.0,0.0,0.0,20170125,27,27,,,
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,633.0,20170101,140.78539,929.08203,929.08203,770.31885,5062.6768,729.02002,26.1,18.799999,18.799999,26.0,47.299999,0.0,169.3,169.3,169.3,189.94,169.3,181.36,0.0,0.0,0.0,0.0,0.0,0.0,20170125,27,27,iPhone 5,Apple Inc,Apple
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,633.0,,0.0,0.0,0.0,0.0,0.0,,175.3,44.0,44.0,186.39999,160.0,,70.39,70.39,70.39,70.39,70.39,71.49,0.0,0.0,0.0,0.0,0.0,0.0,20180622,,10,LG K4,LG Electronics Inc.,LG
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,441.0,20180901,2548.3054,765.44611,765.44611,2470.7651,2895.1843,4574.668,110.8,78.599998,78.599998,106.4,128.39999,0.0,524.07,204.15,764.01,284.57,404.1,204.15,22.0,22.0,22.0,22.0,22.0,0.0,20170125,7,27,,,
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,633.0,20151201,4070.6345,2966.1772,2966.1772,4769.5903,5801.0781,1982.3452,157.89999,72.199997,72.199997,112.0,73.699997,0.0,70.39,70.39,70.39,70.39,70.39,70.39,0.0,0.0,0.0,0.0,0.0,0.0,20180622,40,10,,,
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,633.0,,2731.2444,898.8924,898.8924,905.58051,1070.0443,,134.10001,85.900002,85.900002,124.8,156.89999,,70.39,70.39,70.39,70.39,70.39,70.39,0.0,0.0,0.0,0.0,0.0,0.0,20180622,,10,,,
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,441.0,20180901,774.42072,656.44135,656.44135,452.28516,299.67618,474.50711,3.2,11.8,11.8,4.4000001,20.4,0.0,214.11,207.51,214.17000000000002,211.26999999999998,222.24,208.52,107.0,107.0,107.0,107.0,107.0,0.0,20170125,7,27,,,
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,633.0,,24278.461,46336.887,46336.887,35612.695,33378.484,42496.559,228.60001,97.800003,97.800003,65.0,162.7,0.0,98.16,73.25,70.86,80.65,76.24,96.33,0.0,0.0,0.0,0.0,0.0,0.0,20180622,,10,,,
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,633.0,,17553.035,9006.168,9006.168,5027.3887,703.91052,1913.006,182.39999,129.89999,129.89999,142.10001,58.299999,0.0,70.39,70.39,70.39,70.39,70.39,70.39,0.0,0.0,0.0,0.0,0.0,0.0,20180622,,10,D012080945,"Motorola Mobility LLC, a Lenovo Company",Outros
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,633.0,20170101,49.088402,1010.3449,1010.3449,2026.5067,2694.7422,1106.144,0.69999999,4.1999998,4.1999998,6.0999999,18.4,0.0,45.3,45.3,45.3,45.3,45.3,45.3,0.0,0.0,0.0,0.0,0.0,0.0,20170125,27,27,Alcatel One Touch Pop C5,TCT Mobile Limited,Outros
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,633.0,20170101,91.05867,0.0,0.0,0.0,0.0,,41.700001,52.700001,52.700001,75.0,85.099998,,45.3,47.95,45.3,45.3,45.3,45.3,0.0,0.0,0.0,0.0,0.0,0.0,20170125,27,27,LG-A275,LG Electronics Inc.,LG
TGLG29462000_LG X410BCW SMARTPHONE PRETO PPB/P1769/07,633.0,20170101,923.08679,1382.3237,1382.3237,967.07446,1184.619,1478.478,35.099998,36.400002,36.400002,18.700001,20.5,0.0,70.39,70.39,70.39,70.39,70.39,70.39,0.0,0.0,0.0,0.0,0.0,0.0,20170125,27,27,STUDIO ENERGY 2,BLU Products Inc,Outros
DGAP067C2000_APPLE IPHONE 8 64GB CINZA PPB/PI643/10,2553.0,,7380.6724,7390.4224,7390.4224,6989.7622,6972.0269,5779.1733,138.2,133.10001,133.10001,322.60001,314.60001,0.0,120.84,120.84,121.6,120.84,120.84,120.84,0.0,0.0,0.0,0.0,0.0,0.0,20130325,,73,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20130401,4547.2642,7998.1162,7998.1162,5343.019,3167.1084,3873.3887,84.300003,81.199997,81.199997,39.5,48.400002,63.599998,536.02,588.96,301.63,450.69,384.93,398.18,0.0,0.0,0.0,0.0,0.0,0.0,20130425,72,72,iPhone 7,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20130401,16735.379,16373.51,16373.51,21686.225,16355.532,11262.931,346.29999,207.0,207.0,321.29999,489.70001,463.79999,218.26,170.83,197.45,178.69,199.15,171.64,0.0,0.0,0.0,0.0,0.0,0.0,20130425,72,72,iPhone 7,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20130401,5418.8237,3656.7263,3656.7263,2290.0791,3262.0837,3144.9231,221.0,209.60001,209.60001,103.0,187.0,146.10001,215.51,215.68,223.02,268.28,301.68,242.29,0.0,0.0,0.0,0.0,0.0,0.0,20130425,72,72,iPhone 6S Plus,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20130401,10126.447,6411.3154,6411.3154,7444.623,7056.8511,12225.17,155.2,140.2,140.2,197.0,220.2,101.1,281.56,226.29,194.86,228.62,273.25,186.1,0.0,0.0,0.0,0.0,0.0,0.0,20130425,72,72,iPhone 7 Plus,Apple Inc,Apple
DGAP05262007_APPLE IPHONE 7 128GB PRETO  PPB/PI643/10,2625.0,,3786.3921,4421.7759,4421.7759,2788.9231,4207.4575,2933.1975,225.7,156.3,156.3,240.89999,123.8,74.400002,141.37,135.96,135.96,162.8,159.49,137.18,0.0,0.0,0.0,0.0,0.0,0.0,20151028,,42,iPhone 5S,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20180401,1841.6544,1321.4525,1321.4525,1026.6033,811.79126,548.59442,12.0,0.0,0.0,6.1999998,1.7,0.0,44.99,44.99,44.99,44.99,44.99,44.99,0.0,0.0,0.0,0.0,0.0,0.0,20180410,12,12,Samsung Galaxy A7 2017,Samsung Korea,Samsung
TGMO36912000_MOTOROLA XT1955 SMARTPHONE AZUL NAVY,921.0,,,,,,,,,,,,,,39.99,39.99,39.99,39.99,39.99,39.99,0.0,0.0,0.0,0.0,0.0,0.0,20170622,,22,Moto G4 Plus,"Motorola Mobility LLC, a Lenovo Company",Motorola
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,20170801,1797.3019,2408.4739,2408.4739,1595.2386,494.24805,437.91223,122.0,93.099998,93.099998,119.1,216.2,276.5,59.95,52.12,53.46,57.31,67.44,54.1,0.0,0.0,0.0,0.0,0.0,0.0,20170830,20,20,,,
TGSA33164000_SAMSUNG G973F SMART PRETO PPB/PI324/14,3441.0,20170901,2372.0447,1925.6567,1925.6567,981.88293,2751.9521,647.02521,72.699997,58.599998,58.599998,80.400002,113.1,98.099998,158.0,158.0,160.56,160.39,161.11,158.0,0.0,0.0,0.0,0.0,0.0,0.0,20170929,19,19,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20160201,1815.9979,1449.5867,1449.5867,2295.0647,1197.6064,2213.2468,284.0,253.89999,253.89999,337.0,285.5,231.2,172.99,232.67,118.97,120.69,119.68,147.13,0.0,0.0,0.0,0.0,0.0,0.0,20160227,38,38,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20160201,533.25861,1379.666,1379.666,815.25275,914.54456,948.43103,98.5,135.89999,135.89999,81.900002,104.6,153.60001,109.43,271.5,120.22,117.4,115.58,123.0,0.0,0.0,0.0,0.0,0.0,0.0,20160223,38,38,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,321.0,,629.64026,314.47113,314.47113,401.37796,337.01559,481.33923,7.3000002,48.5,48.5,95.400002,74.800003,37.799999,59.51,54.12,54.12,54.12,54.12,54.12,0.0,0.0,0.0,0.0,0.0,0.0,20160518,,35,Samsung Galaxy Gran Prime,Samsung Korea,Samsung
TGMO36762000_MOTOROLA XT1941 SMARTPHONE PRETO,849.0,20160801,8118.3086,4685.8276,4685.8276,1915.0238,2691.3645,3049.9673,769.20001,714.29999,714.29999,551.09998,425.70001,624.5,152.37,224.01,152.65,159.73,160.81,151.7,0.0,0.0,0.0,0.0,0.0,0.0,20160822,32,32,iPhone 7,Apple Inc,Apple
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,273.0,20160801,5008.8818,11573.315,11573.315,4172.6309,661.90717,4326.4956,214.89999,351.39999,351.39999,367.5,248.3,327.79999,101.45,100.71,108.51,133.13,124.72,115.79,0.0,0.0,0.0,0.0,0.0,0.0,20160822,32,32,,,
DGAP05162000_APPLE IPHONE 7 32GB PRETO PPB/PI643/10,2361.0,20171101,0.0,0.0,0.0,319.53052,308.08954,98.461174,148.0,165.8,165.8,152.7,182.5,180.60001,187.26,191.24,196.48,188.93,214.78,188.77,10.0,10.0,10.0,10.0,10.0,10.0,20110906,17,91,Samsung Galaxy Gran Prime,Samsung Korea,Samsung
DGAP05162000_APPLE IPHONE 7 32GB PRETO PPB/PI643/10,2121.0,20171101,8287.2041,5402.6157,5402.6157,7623.9907,7875.2202,5608.1694,296.79999,260.5,260.5,320.60001,282.0,150.3,129.98,148.64,129.37,147.09,165.06,119.08000000000001,10.0,10.0,10.0,10.0,10.0,10.0,20110906,17,91,iPhone 7,Apple Inc,Apple
TGMO36762000_MOTOROLA XT1941 SMARTPHONE PRETO,777.0,,952.64362,2059.9492,2059.9492,7729.3291,5488.9492,1542.0166,239.8,146.8,146.8,236.60001,125.2,0.0,69.99,69.99,69.99,69.99,69.99,69.99,0.0,0.0,0.0,0.0,0.0,0.0,20180409,,12,,,
TGMO36762000_MOTOROLA XT1941 SMARTPHONE PRETO,873.0,,4208.5996,110.92047,110.92047,92.231598,49.619259,710.3988,4.1999998,0.0,0.0,42.200001,41.200001,0.0,99.99,99.99,99.99,99.99,99.99,121.75,0.0,0.0,0.0,0.0,0.0,0.0,20180409,,12,,,
TGLG29162000_LG X210BMW SMARTPHONE PRETO PPB/P1769/07,393.0,20170801,57.342266,47.883595,47.883595,0.0,1.3496485,6.6860542,137.0,366.20001,366.20001,295.89999,272.20001,204.5,58.0,63.89,63.89,63.89,63.89,63.89,12.0,12.0,12.0,12.0,12.0,12.0,20121218,20,76,Alcatel Pixi 3 3.5,TCL Communication Ltd,Outros
DGAP08163000_APPLE IPHONE XR 64GB PRETO,4161.0,20180201,1020.6063,1573.7047,1573.7047,1358.1978,0.0,1385.3853,169.3,58.599998,58.599998,52.400002,58.599998,0.0,38.0,38.0,38.0,38.0,38.0,38.0,191.0,191.0,191.0,191.0,191.0,191.0,20180223,14,14,LG-A275,LG Electronics Inc.,LG
DGAP08163000_APPLE IPHONE XR 64GB PRETO,4161.0,20190501,578.70111,268.77264,268.77264,259.21985,586.83966,262.19727,483.0,436.0,436.0,286.5,785.0,0.0,38.0,38.0,38.0,38.0,38.0,38.0,33.0,33.0,33.0,33.0,33.0,33.0,20180223,-1,14,iPhone 5S,Apple Inc,Apple
